molecule_chembl_id,canonical_smiles,CHEMBL203,CHEMBL2842,CHEMBL614725,CHEMBL1957
CHEMBL1257839,Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1,0,1,0,0
CHEMBL1257840,O=C(Nc1ccc(F)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0,1,0,0
CHEMBL1257955,O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0,1,0,0
CHEMBL1257998,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,0,0,0,1
CHEMBL125810,Nc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cn1,1,0,0,0
CHEMBL1258183,O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0,1,0,0
CHEMBL1258296,O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0,1,0,0
CHEMBL1258516,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1cccnc1,0,1,0,0
CHEMBL1258517,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0,1,0,0
CHEMBL1258634,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1ccnc(Cl)c1,0,1,0,0
CHEMBL1258635,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1cncnc1,0,1,0,0
CHEMBL1258743,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1ccnnc1,0,1,0,0
CHEMBL1258744,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4COCC3[C@@H](O)C4)n2)cc1,0,1,0,0
CHEMBL1258821,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,0,0,0,0
CHEMBL1258913,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,0,0,0,0
CHEMBL125898,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCOCC1,0,0,0,0
CHEMBL1258995,O=C(O)N1CCN(c2ccc(Nc3ccnc4ccc(-c5cnc6ccccc6c5)cc34)cc2C(F)(F)F)CC1,0,0,0,0
CHEMBL125920,CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,1,0,0,0
CHEMBL125983,CC(=O)Nc1cccc(Nc2ncnc3cc(N)ncc23)c1,0,0,0,0
CHEMBL125995,COc1ccc(CNc2ncnc3cc(N)ncc23)cc1,0,0,0,0
CHEMBL126062,Nc1cc2ncnc(NCc3ccccc3C(F)(F)F)c2cn1,0,0,0,0
CHEMBL126097,Nc1cc2ncnc(NCc3ccc([N+](=O)[O-])cc3)c2cn1,0,0,0,0
CHEMBL126192,CCOc1cc2ncnc(Nc3cccc(-c4nccs4)c3)c2cc1OCC,1,0,0,0
CHEMBL126372,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL126384,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,1,0,0,0
CHEMBL126483,CCOc1cc2nc(CC)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,0,0,0,0
CHEMBL126623,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,1,0,0,0
CHEMBL126653,CCOc1cc2ncnc(Nc3cccc(-c4cnc(C)o4)c3)c2cc1OCC,0,0,0,0
CHEMBL126791,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,1,0,0,0
CHEMBL126893,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL126903,CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL126916,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)C3CC3)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@H](C=C(C)C)NC(=O)OC(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0,0,1,0
CHEMBL1269245,CN1CCN(CCCNc2cc3c(=O)n(CCCN4CCN(C)CC4)c(=O)c4c(NCCCN5CCN(C)CC5)cc5c(=O)n(CCCN6CCN(C)CC6)c(=O)c2c5c34)CC1,0,0,1,0
CHEMBL1269246,CN1CCN(CCCCNc2cc3c(=O)n(CCCCN4CCN(C)CC4)c(=O)c4c(NCCCCN5CCN(C)CC5)cc5c(=O)n(CCCCN6CCN(C)CC6)c(=O)c2c5c34)CC1,0,0,1,0
CHEMBL1269247,CN1CCN(CCCCCNc2cc3c(=O)n(CCCCCN4CCN(C)CC4)c(=O)c4c(NCCCCCN5CCN(C)CC5)cc5c(=O)n(CCCCCN6CCN(C)CC6)c(=O)c2c5c34)CC1,0,0,1,0
CHEMBL1269735,OCCNc1ncnc2sc3c(c12)CCCC3,0,0,0,0
CHEMBL1270230,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,0,0,0,0
CHEMBL1270399,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,1,0,0,0
CHEMBL127041,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL127058,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL127082,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,1,0,0,0
CHEMBL127086,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL1271508,CN(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(N[C@@H](CO)c4ccccc4)c23)C1,0,0,0,0
CHEMBL1271561,C[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1,1,0,0,0
CHEMBL1271562,CC[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1,1,0,0,0
CHEMBL1272005,OC[C@H](Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1,0,0,0,0
CHEMBL1272060,OC[C@@H](Nc1ncnc2sc3c(c12)CCNC3)c1ccccc1,0,0,0,0
CHEMBL1272061,C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,1,0,0,0
CHEMBL1272112,CCC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,0,0,0,0
CHEMBL1272140,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,0,0,1,0
CHEMBL1272222,C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](C)c4ccccc4)c23)C1,1,0,0,0
CHEMBL127223,CCOc1cc2ncnc(Nc3cccc(-c4cscn4)c3)c2cc1OCC,1,0,0,0
CHEMBL1272324,CCN(CC)C/C=C/C(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,1,0,0,0
CHEMBL1272325,O=C(/C=C/CN1CCOCC1)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,1,0,0,0
CHEMBL127611,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL1276127,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,0,0,0,0
CHEMBL1276892,COc1cc2ncnc(N(C)c3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,0,0,0,0
CHEMBL1276893,COc1ccc(NC(=O)Nc2cccc(N(C)c3ncnc4cc(OC)c(OC)cc34)c2)cc1,0,0,0,0
CHEMBL1277162,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,0,0,0,0
CHEMBL1277253,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,0,0,0,0
CHEMBL1277254,COc1ccc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc1,0,0,0,0
CHEMBL127763,Nc1cccc(CNc2ncnc3cc(N)ncc23)c1,0,0,0,0
CHEMBL1278056,COc1cc2ncnc(N(C)c3ccc(F)c(Cl)c3)c2cc1OC,0,0,0,0
CHEMBL1278057,COc1cc2ncnc(N(C)c3ccc(Br)cc3F)c2cc1OC,0,0,0,0
CHEMBL1278148,COc1cc2ncnc(Oc3ccc(F)c(Cl)c3)c2cc1OC,0,0,0,0
CHEMBL1278235,COc1cc2ncnc(N(C)c3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,0,0,0,0
CHEMBL128000,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,0,0,0,0
CHEMBL128027,CCOc1cc2nc(C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,0,0,0,0
CHEMBL128467,O=S(=O)(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL128468,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL128759,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL1289102,COc1ccc(-c2cc(C(=O)N/N=C(\C)c3ccc(OC)c(OC)c3)[nH]n2)cc1,0,0,1,0
CHEMBL128987,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,1,0,0,0
CHEMBL1290746,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,0,0,0,0
CHEMBL129509,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,1,0,0,0
CHEMBL12952,COc1ccc2cc(C(C)C(=O)O)ccc2c1,0,0,0,0
CHEMBL129579,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL129824,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL129825,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,0,0,0
CHEMBL129856,COC(=O)c1cc(CCc2cc(OC)ccc2OC)ccc1O,0,0,0,0
CHEMBL129907,O=C(O)c1cccc(NCc2cc(O)ccc2O)c1,0,0,0,0
CHEMBL129930,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1OC,0,0,0,0
CHEMBL129989,COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1OC,0,0,0,0
CHEMBL130116,O=C(O)c1cccc(/N=C/c2cc(O)ccc2O)c1,0,0,0,0
CHEMBL130117,COC(=O)c1cc(/N=C/c2ccc(O)cc2)ccc1O,0,0,0,0
CHEMBL130337,COC(=O)c1cc(NCc2ccc(O)cc2)ccc1O,0,0,0,0
CHEMBL130633,COC(=O)c1cc(OCC2=CC(OC)CC=C2OC)ccc1O,0,0,0,0
CHEMBL130694,O=C(O)c1cc(/N=C/c2ccccc2O)ccc1O,0,0,0,0
CHEMBL130893,COC(=O)c1ccc(/N=C/c2cc(O)ccc2O)cc1O,0,0,0,0
CHEMBL1312643,O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1,0,0,0,0
CHEMBL131405,COC1=CCC(OC)C=C1COc1ccc(O)c(C(=O)O)c1,0,0,0,0
CHEMBL131407,O=C(O)c1cc(NCc2ccccc2O)ccc1O,0,0,0,0
CHEMBL131456,COC(=O)CN1Cc2c(c3c4ccccc4n4c3c3c2c2ccccc2n3[C@]2(C)O[C@H]4C[C@H](N(C)C(=O)c3ccccc3)[C@@H]2OC)C1=O,0,0,0,0
CHEMBL131577,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,0,0,0,0
CHEMBL131715,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0,0,0,0
CHEMBL132170,CO[C@H]1[C@@H](N(C)C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0,0,0,0
CHEMBL132605,COc1ccc(Sc2ncnc3cc(OC)c(OC)cc23)cc1OC,0,0,0,0
CHEMBL132907,COC(=O)c1cc(NCc2ccccc2O)ccc1O,0,0,0,0
CHEMBL133023,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,1,0,0,0
CHEMBL133147,Cc1cc(C)c2ncnc(N(C)c3ccccc3)c2c1,0,0,0,0
CHEMBL133283,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,0,0,0,0
CHEMBL133498,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)[C@H](O)C1,0,0,0,0
CHEMBL13354,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCOCC1,0,0,0,0
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1,0,0,0
CHEMBL134312,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,0,0,0
CHEMBL134371,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,0,0,0
CHEMBL134439,CN(c1ccccc1)c1ncnc2ccc(Cl)cc12,0,0,0,0
CHEMBL1348499,COc1ccc(Nc2nc(Cl)nc(NCc3ccco3)n2)cc1,0,0,0,0
CHEMBL135142,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,0,0,0
CHEMBL135241,O=C(NCc1ccccc1)[C@H](Cc1c([Se]c2[nH]c3ccccc3c2C[C@@H](NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,0,0,0,0
CHEMBL135417,COc1cc2nc(Cl)nc(N(C)c3ccccc3)c2cc1OC,0,0,0,0
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,0,0,0,0
CHEMBL135853,COc1cc2ncnc(Oc3cccc(Cl)c3)c2cc1OC,1,0,0,0
CHEMBL135861,CNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,0,0,0,0
CHEMBL135902,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,1,0,0,0
CHEMBL135928,COc1nc(N(C)c2ccccc2)c2cc(OC)c(OC)cc2n1,0,0,0,0
CHEMBL136011,Cc1cccc(N(C)c2[nH]cnc3nncc2-3)c1,0,0,0,0
CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,1,0,0,0
CHEMBL13608,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1,0,0,0,0
CHEMBL136102,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,0,0,0
CHEMBL136178,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,0,0,0
CHEMBL13629,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C,0,0,0,0
CHEMBL136404,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,0,0,0
CHEMBL136491,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,1,0,0,0
CHEMBL136492,CN(c1ccccc1)c1ncnc2ccc(N)cc12,0,0,0,0
CHEMBL136511,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,0,0,0
CHEMBL137082,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,0,0,0
CHEMBL137635,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,0,0,0,0
CHEMBL138363,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,0,0,0
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,0,0,0
CHEMBL138865,COc1ccc2c(c1)sc1c(=O)n(CCCN(C)C)c3ccccc3c12,0,0,1,0
CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,1,0,0,0
CHEMBL139044,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,0,0,0
CHEMBL139095,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,0,0,0
CHEMBL139307,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,0,0,0
CHEMBL13976,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C,0,0,0,0
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0,0,0,0
CHEMBL140213,CC(C)(C)Oc1cc(/C=C(\C#N)C(=N)S)cc(C(C)(C)C)c1O,0,0,0,0
CHEMBL140561,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,0,0,0
CHEMBL141175,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,0,0,0,0
CHEMBL141238,Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,0,0,0,0
CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,0,0,0,0
CHEMBL141705,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,0,0,0,0
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1,0,0,0
CHEMBL142148,O=C(NCc1ccccc1)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1,0,0,0,0
CHEMBL14227,CCCC(=O)O,0,0,0,0
CHEMBL142420,CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)O)cc2)c1,0,0,0,0
CHEMBL142611,COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1,0,0,0,0
CHEMBL142745,CC(COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1)CC(C)(C)C,0,0,0,0
CHEMBL142831,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)O)cc1,0,0,0,0
CHEMBL142898,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OC)cc1,0,0,0,0
CHEMBL1431,CN(C)C(=N)NC(=N)N,0,0,0,0
CHEMBL143108,N#C/C(=C\c1ccc2[nH]ccc2c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc2[nH]ccc2c1,0,0,0,0
CHEMBL143899,O=C(O)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1,0,0,0,0
CHEMBL1442185,Cc1ccccc1Cn1nnc2c1C(=O)c1ccccc1C2=O,0,0,0,0
CHEMBL144402,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCN1CCN(CCCNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1,0,0,0,0
CHEMBL144632,N#C/C(=C\c1cc(O)c(O)c([N+](=O)[O-])c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0,0,0,0
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0,0,0,0
CHEMBL144921,COCOc1c(-c2ccccc2)cccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,0,0,0,0
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,0,0,0,0
CHEMBL145266,COc1cc(/C=C(\C#N)C(=O)NCCCCNC(=O)/C(C#N)=C/c2cc(OC)c(O)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1O,0,0,0,0
CHEMBL146694,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c(C)c(CCC(=O)O)c1C,0,0,0,0
CHEMBL146697,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccc(S(N)(=O)=O)cc21,0,0,0,0
CHEMBL14699,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCOCC1,1,0,0,0
CHEMBL147112,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C,0,0,0,0
CHEMBL147761,Cc1c[nH]c(/C=C2\C(=O)Nc3cccc(C)c32)c1CCC(=O)O,0,0,0,0
CHEMBL147880,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCC(CC2CCC(NC(=O)/C(C#N)=C/c3ccc(O)c(O)c3)CC2)CC1,0,0,0,0
CHEMBL148514,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)c1,0,0,0,0
CHEMBL148744,Cc1c[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1CCC(=O)O,0,0,0,0
CHEMBL148984,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)cc1,0,0,0,0
CHEMBL149073,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)c(C)c1CCC(=O)O,0,0,0,0
CHEMBL149201,Cc1[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c(C)c1CCC(=O)O,0,0,0,0
CHEMBL149243,COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C,0,0,0,0
CHEMBL149829,Nc1ccn([C@H]2C[C@H](NO)[C@@H](CO)O2)c(=O)n1,0,0,0,0
CHEMBL150151,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,0,0,0,0
CHEMBL150177,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c(C)c1CCC(=O)O,0,0,0,0
CHEMBL151233,COc1cc(CCN)c2c(c1OC)SSSSS2,0,0,1,0
CHEMBL151546,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,0,0,1,0
CHEMBL151593,CO.Nc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,1,0,0,0
CHEMBL152905,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,1,0,0,0
CHEMBL153206,COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1,1,0,0,0
CHEMBL153525,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,1,0,0,0
CHEMBL153573,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,1,0,0,0
CHEMBL153739,CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,1,0,0,0
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,0,0,0,0
CHEMBL1539483,c1ccc(-c2c(-c3ccccc3)n(Cc3ccco3)c3ncnc(NCCCn4ccnc4)c23)cc1,0,0,0,0
CHEMBL154080,COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)cc3)[nH]c3ccccc23)cc1,0,0,0,0
CHEMBL154260,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCCc2ccccc2)[nH]c2ccccc12)NCCc1ccccc1,0,0,0,0
CHEMBL154580,C=CC(=O)c1ccc2ccccc2c1,0,0,0,0
CHEMBL154822,COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)c(O)c3)[nH]c3ccccc23)cc1O,0,0,0,0
CHEMBL154911,O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,0,0,0,0
CHEMBL154969,CONC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NOC)[nH]c2ccccc12,0,0,0,0
CHEMBL155204,C1COCCOCCOCCOCCOCCO1,0,0,0,0
CHEMBL155278,Cc1cccc(Nc2ncnc3c2sc2ccc(N)cc23)c1,1,0,0,0
CHEMBL155293,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1,0,0,0,0
CHEMBL155389,O=C(CC1C(S)=Nc2ccccc21)NCc1ccccc1,0,0,0,0
CHEMBL155607,NC(=O)CCC1C(S)=Nc2ccccc21,0,0,0,0
CHEMBL155761,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,1,0,0,0
CHEMBL156020,CCn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2CC)c(C(=O)Nc2ccccc2)c2ccccc21,0,0,0,0
CHEMBL156281,Cn1c(SSc2c(C(=O)Nc3ccncc3)c3ccccc3n2C)c(C(=O)Nc2ccncc2)c2ccccc21,0,0,0,0
CHEMBL156555,O=C(CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,0,0,0,0
CHEMBL156797,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)Nc2ccccc2)[nH]c2ccccc12)Nc1ccccc1,0,0,0,0
CHEMBL157021,NC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(N)=O)[nH]c2ccccc12,0,0,0,0
CHEMBL157304,N#CCCc1c(SSc2[nH]c3ccccc3c2CCC#N)[nH]c2ccccc12,0,0,0,0
CHEMBL15770,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,0,0,0,0
CHEMBL157952,O=C(NCc1ccccc1)C(O)Cc1c(SSc2[nH]c3ccccc3c2CC(O)C(=O)NCc2ccccc2)[nH]c2ccccc12,0,0,0,0
CHEMBL158119,O=[N+]([O-])CCc1c(SSc2[nH]c3ccccc3c2CC[N+](=O)[O-])[nH]c2ccccc12,0,0,0,0
CHEMBL158596,COC(=O)c1cccc(NC(=O)c2c(SSc3c(C(=O)Nc4cccc(C(=O)OC)c4)c4ccccc4n3C)n(C)c3ccccc23)c1,0,0,0,0
