molecule_chembl_id,canonical_smiles,pIC50,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3645914,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.69897000433602,active,493.97000000000025,3.7200000000000015,2.0,6.0
CHEMBL576506,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1ccc(N2CCNCC2)cc1,9.69897000433602,active,607.6409999999998,4.4768000000000026,3.0,9.0
CHEMBL576090,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NN5CCCC5)cc4)cc3)nc21,9.69897000433602,active,581.6810000000003,4.265400000000002,3.0,9.0
CHEMBL577137,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.69897000433602,active,534.6210000000004,3.4056000000000024,2.0,9.0
CHEMBL565583,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN)cc4)cc3)nc21,9.69897000433602,active,498.5910000000002,3.983500000000001,3.0,8.0
CHEMBL576091,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)cc4)cc3)nc21,9.69897000433602,active,554.6550000000002,4.361400000000003,2.0,9.0
CHEMBL3577911,COc1ncc(-c2ccc3ncnc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.69897000433602,active,505.50600000000014,4.841400000000003,1.0,7.0
CHEMBL538378,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,9.69897000433602,active,557.615,3.7722000000000024,2.0,10.0
CHEMBL1095932,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)C)CC4)c3n2)cc1,9.69897000433602,active,522.6100000000004,3.2631000000000014,2.0,9.0
CHEMBL574680,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,9.69897000433602,active,498.46900000000005,3.9312000000000022,2.0,8.0
CHEMBL3645963,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.67778070526608,active,543.5780000000002,3.6156200000000016,1.0,8.0
CHEMBL568259,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.657577319177793,active,520.5940000000004,3.015500000000001,2.0,9.0
CHEMBL574012,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.657577319177793,active,520.5940000000004,3.015500000000001,2.0,9.0
CHEMBL574905,O=C(NCCF)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,9.638272163982409,active,493.4650000000002,3.5142000000000024,2.0,7.0
CHEMBL3645913,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.602059991327963,active,507.9970000000003,4.108500000000003,2.0,6.0
CHEMBL1765602,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,9.602059991327963,active,432.4050000000001,5.201900000000003,1.0,5.0
CHEMBL3688907,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(O)cc4)nc3n2)C[C@@H](C)O1,9.585026652029182,active,435.5280000000002,3.236100000000002,1.0,8.0
CHEMBL3645911,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.585026652029182,active,492.94200000000023,2.7897000000000007,1.0,6.0
CHEMBL3643265,CCc1ncnc(-c2ccc(C(=O)N3CCCO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.568636235841012,active,433.8990000000001,3.5139000000000014,1.0,6.0
CHEMBL3645967,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.55284196865778,active,532.5950000000004,3.032400000000001,2.0,7.0
CHEMBL573663,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,9.55284196865778,active,585.669,4.550800000000003,2.0,10.0
CHEMBL3577914,COc1ncc(-c2ccc3nc(N)nc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.537602002101043,active,520.5210000000002,4.423600000000003,2.0,8.0
CHEMBL3645912,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.537602002101043,active,537.0390000000003,3.4042000000000012,2.0,7.0
CHEMBL1256459,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,9.537602002101043,active,607.6360000000003,6.831500000000006,0.0,6.0
CHEMBL1098244,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccccc5)cc4)nc32)CC1,9.522878745280336,active,556.627,4.377200000000003,2.0,9.0
CHEMBL557963,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,9.522878745280336,active,557.615,3.7722000000000016,2.0,10.0
CHEMBL565787,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccccc4)cc3)nc21,9.522878745280336,active,469.5490000000001,4.5248000000000035,2.0,7.0
CHEMBL556947,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(N6CCN(C)CC6)cc5)cc4)nc32)CC1,9.522878745280336,active,654.776,4.129000000000003,2.0,11.0
CHEMBL576505,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)cc4)cc3)nc21,9.522878745280336,active,567.6980000000002,4.276600000000004,2.0,9.0
CHEMBL1094981,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,9.522878745280336,active,554.6270000000001,3.602800000000002,2.0,9.0
CHEMBL576304,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)nc4)cc3)nc21,9.522878745280336,active,555.6430000000003,3.756400000000003,2.0,10.0
CHEMBL577967,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NN(C)C)cc4)cc3)nc21,9.522878745280336,active,555.6430000000001,3.731200000000002,3.0,9.0
CHEMBL1097896,O=C(NCCO)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,9.522878745280336,active,556.6710000000003,3.280800000000001,3.0,9.0
CHEMBL3645974,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.494850021680094,active,549.0500000000003,3.5467000000000013,2.0,7.0
CHEMBL558486,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.494850021680094,active,508.5830000000003,2.874600000000002,2.0,9.0
CHEMBL3643219,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.455931955649724,active,532.5950000000004,3.298000000000001,1.0,7.0
CHEMBL3643272,CCc1ncnc(-c2ccc(C(=O)N3CCN(S(=O)(=O)CC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.443697499232712,active,539.0610000000003,2.8439000000000005,1.0,7.0
CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,9.42021640338319,active,527.6330000000003,3.3133000000000017,2.0,9.0
CHEMBL3645978,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.4089353929735,active,542.0430000000002,3.990820000000002,1.0,8.0
CHEMBL3688937,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(CNS(C)(=O)=O)cc3)nc2n1,9.4089353929735,active,512.6360000000002,2.1911999999999994,1.0,9.0
CHEMBL1095627,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,9.397940008672037,active,479.5850000000004,3.4841000000000015,1.0,9.0
CHEMBL3643222,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.397940008672037,active,532.5950000000004,3.298000000000001,1.0,7.0
CHEMBL562999,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.346787486224656,active,520.5940000000003,3.017100000000001,2.0,9.0
CHEMBL3645973,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.346787486224656,active,574.0600000000002,4.438340000000003,1.0,8.0
CHEMBL3648886,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ncon4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.346787486224656,active,512.5490000000003,2.5630999999999995,1.0,9.0
CHEMBL3645926,CCc1ncnc(-c2ccc(C(=O)N3CCn4cnnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.337242168318426,active,484.95100000000025,2.9839,1.0,8.0
CHEMBL3643263,CCc1ncnc(-c2ccc(C(=O)N3CCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.337242168318426,active,447.92600000000016,3.208800000000001,1.0,6.0
CHEMBL563985,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.337242168318426,active,494.55600000000027,2.4845000000000006,2.0,9.0
CHEMBL3645916,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.327902142064282,active,484.5790000000003,3.5324000000000018,1.0,6.0
CHEMBL580212,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,9.318758762624412,active,553.6710000000003,3.844300000000003,2.0,9.0
CHEMBL3645966,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.309803919971486,active,557.6050000000002,3.9240400000000024,1.0,8.0
CHEMBL572944,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,9.30102999566398,active,461.4480000000001,3.174500000000001,2.0,7.0
CHEMBL1098242,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,9.30102999566398,active,568.6540000000001,3.9929000000000023,2.0,9.0
CHEMBL550972,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,9.30102999566398,active,526.6450000000003,3.918300000000003,2.0,8.0
CHEMBL1097942,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.30102999566398,active,548.6480000000001,3.795700000000002,2.0,9.0
CHEMBL3653621,O=C1OC[C@H](c2ccc(F)cc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,9.292429823902065,active,459.41600000000017,4.157500000000002,1.0,7.0
CHEMBL3653608,O=C1OC[C@H](c2ccc(F)c(Cl)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,9.292429823902065,active,493.86100000000016,4.810900000000003,1.0,7.0
CHEMBL3645829,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.292429823902065,active,501.9530000000002,3.7280000000000015,1.0,7.0
CHEMBL3653617,O=C1OC[C@H](c2ccc(F)cn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,9.292429823902065,active,460.40400000000017,3.552500000000001,1.0,8.0
CHEMBL3645977,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CC(=O)CO4)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.283996656365199,active,533.9910000000003,3.8397000000000023,1.0,7.0
CHEMBL3645832,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)COC4)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.275724130399214,active,505.98100000000034,4.1281000000000025,1.0,6.0
CHEMBL3645821,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.267606240177033,active,568.6500000000002,2.5537,1.0,8.0
CHEMBL567822,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1,9.251811972993801,active,461.44800000000015,3.174500000000001,2.0,7.0
CHEMBL3645975,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.251811972993801,active,523.0120000000003,3.014100000000001,2.0,7.0
CHEMBL3645964,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.251811972993801,active,520.5840000000004,3.153900000000001,1.0,7.0
CHEMBL1256458,CN1CCN(CC(=O)N2CCN(c3ccc(-n4c(=O)ccc5cnc6ccc(-c7cnc8ccccc8c7)cc6c54)cc3C(F)(F)F)CC2)CC1,9.244125144327509,active,691.7579999999999,5.668900000000007,0.0,8.0
CHEMBL3645923,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.244125144327509,active,501.03400000000033,4.046700000000002,1.0,6.0
CHEMBL573662,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,9.236572006437065,active,585.669,4.550800000000003,2.0,10.0
CHEMBL3645965,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.236572006437065,active,506.5570000000003,2.4997999999999996,2.0,7.0
CHEMBL3645830,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.229147988357855,active,502.94100000000026,3.123,1.0,8.0
CHEMBL3645877,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.229147988357855,active,510.4250000000003,4.234300000000002,2.0,6.0
CHEMBL3334621,CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1,9.221848749616356,active,470.53200000000015,7.039480000000006,0.0,5.0
CHEMBL574234,O=C(NCCF)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1,9.221848749616356,active,467.4270000000002,2.983200000000001,2.0,7.0
CHEMBL561907,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,9.221848749616356,active,526.5730000000002,2.824200000000001,2.0,9.0
CHEMBL1098248,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCOCC6)cc5)cc4)nc32)CC1,9.221848749616356,active,669.7869999999999,4.251900000000004,2.0,11.0
CHEMBL1098243,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.221848749616356,active,562.6750000000002,4.185800000000002,2.0,9.0
CHEMBL584734,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC)c3n2)cc1,9.221848749616356,active,421.50500000000017,3.0222000000000016,2.0,7.0
CHEMBL3641010,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.221848749616356,active,490.99500000000023,2.4865000000000004,2.0,7.0
CHEMBL570833,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CC6CCC(C5)O6)c5cnn(CC(F)(F)F)c5n4)cc3)cc2)CC1,9.221848749616356,active,621.6680000000001,4.819000000000004,2.0,9.0
CHEMBL3670201,CCc1ncnc(N2CCC(O)(C(C)C)CC2)c1C#Cc1ccc(N)nc1,9.214670164989233,active,365.4810000000001,2.4032999999999998,2.0,6.0
CHEMBL573171,COC(=O)N1CCC(n2ncc3c(N4CCOC(C)C4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,9.207608310501746,active,571.642,4.160700000000003,2.0,10.0
CHEMBL575576,CCNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.207608310501746,active,534.6210000000004,3.4056000000000024,2.0,9.0
CHEMBL583874,COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.207608310501746,active,546.6320000000001,3.5481000000000016,2.0,9.0
CHEMBL3645908,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.193820026016114,active,549.0500000000003,3.8123000000000022,1.0,7.0
CHEMBL3701053,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.18045606445813,active,471.9920000000002,4.007620000000002,1.0,5.0
CHEMBL3648882,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ncon4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.18045606445813,active,529.0040000000002,3.077400000000001,1.0,9.0
CHEMBL3645927,CCc1ncnc(-c2ccc(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.173925197299171,active,483.9630000000002,3.5889000000000015,1.0,7.0
CHEMBL3645906,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.173925197299171,active,507.01300000000026,4.041700000000002,1.0,6.0
CHEMBL3645971,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.167491087293763,active,537.0390000000003,3.6682000000000023,1.0,7.0
CHEMBL3645960,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.167491087293763,active,514.6050000000004,2.8933,2.0,7.0
CHEMBL3645858,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,9.167491087293763,active,545.0870000000003,4.132700000000003,1.0,7.0
CHEMBL577743,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN5CCN(C)CC5)cc4)cc3)nc21,9.154901959985743,active,581.7250000000003,4.272200000000003,2.0,9.0
CHEMBL3645827,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.154901959985743,active,502.56900000000036,3.6715000000000018,1.0,6.0
CHEMBL577966,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)nc4)cc3)nc21,9.154901959985743,active,568.6860000000003,3.6716000000000024,2.0,10.0
CHEMBL1097902,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)Nc1ncc[nH]1,9.154901959985743,active,578.6810000000002,4.534100000000003,3.0,9.0
CHEMBL1098246,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCCC6)cc5)cc4)nc32)CC1,9.154901959985743,active,653.7879999999999,5.015500000000005,2.0,10.0
CHEMBL1095933,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)(C)C)CC4)c3n2)cc1,9.154901959985743,active,536.6370000000004,3.653200000000002,2.0,9.0
CHEMBL3645828,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.148741651280924,active,585.1050000000002,3.0680000000000014,1.0,8.0
CHEMBL3645915,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.136677139879543,active,517.9960000000003,3.5469800000000014,1.0,7.0
CHEMBL3645820,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCC[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,9.136677139879543,active,484.5790000000003,3.5324000000000018,1.0,6.0
CHEMBL3641006,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.130768280269024,active,565.0990000000002,2.6813000000000002,1.0,8.0
CHEMBL3577908,COc1ncc(-c2ccc3nccc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.1249387366083,active,504.51800000000014,5.446400000000003,1.0,6.0
CHEMBL3645976,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.119186407719207,active,553.0380000000004,2.6422,2.0,8.0
CHEMBL3653639,Cc1nc([C@H]2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)ccc1F,9.102372908709556,active,474.4310000000001,3.860920000000002,1.0,8.0
CHEMBL1097901,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)Nc1cccnc1,9.096910013008056,active,589.7040000000002,5.206000000000005,2.0,9.0
CHEMBL570635,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OCCN(C)C)cc4)cc3)nc21,9.096910013008056,active,556.6710000000002,4.465200000000003,2.0,9.0
CHEMBL3645918,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,9.096910013008056,active,481.5350000000002,3.383020000000001,1.0,7.0
CHEMBL1098306,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,9.096910013008056,active,540.6720000000003,4.308400000000003,2.0,8.0
CHEMBL1098247,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCN(C)CC6)cc5)cc4)nc32)CC1,9.096910013008056,active,682.8299999999998,4.167100000000003,2.0,11.0
