molecule_chembl_id,target_chembl_id,canonical_smiles,standard_value_nM
CHEMBL3925102,CHEMBL203,C=CC(=O)N1CCC(c2c[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn23)CC1,0.25
CHEMBL3917732,CHEMBL203,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,0.25
CHEMBL3973566,CHEMBL203,CN(C)C/C=C/C(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,0.25
CHEMBL53426,CHEMBL203,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,0.25
CHEMBL52913,CHEMBL203,C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,0.25
CHEMBL328955,CHEMBL203,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,0.25
CHEMBL443523,CHEMBL203,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,0.2512
CHEMBL3357639,CHEMBL203,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1,0.26
CHEMBL3360608,CHEMBL203,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,0.26
CHEMBL2031298,CHEMBL203,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.27
CHEMBL2031303,CHEMBL203,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,0.27
CHEMBL3929484,CHEMBL203,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,0.27
CHEMBL3357635,CHEMBL203,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,0.27
CHEMBL152905,CHEMBL203,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,0.27
CHEMBL128468,CHEMBL203,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.28
CHEMBL2031297,CHEMBL203,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.28
CHEMBL355816,CHEMBL203,O=C(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.28
CHEMBL271122,CHEMBL203,O=C(O)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12,0.2818
CHEMBL388978,CHEMBL203,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.29
CHEMBL426580,CHEMBL203,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,0.29
CHEMBL1243284,CHEMBL203,CNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCF,0.29
CHEMBL2029438,CHEMBL203,C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.29
CHEMBL2031305,CHEMBL203,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,0.29
CHEMBL2029436,CHEMBL203,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.3
CHEMBL3917026,CHEMBL203,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OCC4CC4)cc3)nn21,0.3
CHEMBL4071827,CHEMBL203,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(CCCO)nc4-c4ccc(F)cc4)c23)c1,0.3
CHEMBL3623290,CHEMBL203,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,0.3
CHEMBL4439338,CHEMBL203,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCC1,0.3
CHEMBL4089892,CHEMBL203,OCCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,0.3
CHEMBL4127317,CHEMBL203,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.3
CHEMBL203644,CHEMBL203,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,0.3
CHEMBL4061829,CHEMBL203,OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,0.3
CHEMBL31965,CHEMBL203,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,0.3
CHEMBL3357644,CHEMBL203,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1,0.3
CHEMBL4293051,CHEMBL203,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.3
CHEMBL4290812,CHEMBL203,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,0.3
CHEMBL4078431,CHEMBL203,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,0.3
CHEMBL3544983,CHEMBL203,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,0.3
CHEMBL3357642,CHEMBL203,CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,0.31
CHEMBL3360603,CHEMBL203,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],0.31
CHEMBL7917,CHEMBL203,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,0.31
CHEMBL3355877,CHEMBL203,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCn1ccnc1[N+](=O)[O-],0.32
CHEMBL3360606,CHEMBL203,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],0.32
CHEMBL3360619,CHEMBL203,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],0.33
CHEMBL4449681,CHEMBL203,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CO,0.34
CHEMBL366580,CHEMBL203,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,0.34
CHEMBL3965262,CHEMBL203,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(C)cc3)nn21,0.34
CHEMBL163369,CHEMBL203,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.35
CHEMBL91980,CHEMBL203,Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,0.35
CHEMBL603266,CHEMBL203,O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.36
CHEMBL39320,CHEMBL203,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,0.37
CHEMBL134371,CHEMBL203,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.37
CHEMBL3360618,CHEMBL203,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],0.37
CHEMBL4540303,CHEMBL203,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,0.37
CHEMBL599863,CHEMBL203,O=C(CNC(=O)Oc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.37
CHEMBL3895468,CHEMBL203,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2,0.37
CHEMBL510396,CHEMBL203,O=C(O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.3715
CHEMBL2029434,CHEMBL203,C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.38
CHEMBL2447950,CHEMBL203,CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC.Cl,0.38
CHEMBL40734,CHEMBL203,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,0.39
CHEMBL4282543,CHEMBL203,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCN(C)CC1,0.4
CHEMBL3901622,CHEMBL203,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1,0.4
CHEMBL3674150,CHEMBL203,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,0.4
CHEMBL2347958,CHEMBL203,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,0.4
CHEMBL4112924,CHEMBL203,CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.4
CHEMBL4129646,CHEMBL203,C=CC(=O)Nc1cccc(-n2c(=O)n(CCC)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,0.4
CHEMBL2178352,CHEMBL203,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,0.4
CHEMBL3678946,CHEMBL203,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)nc21,0.4
CHEMBL3759317,CHEMBL203,COc1cc(C(=O)NCCN(C)C)cc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,0.4
CHEMBL51741,CHEMBL203,C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,0.4
CHEMBL3797606,CHEMBL203,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2SC)c1,0.4
CHEMBL2425736,CHEMBL203,Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1,0.41
CHEMBL2029429,CHEMBL203,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,0.41
CHEMBL1204199,CHEMBL203,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC.Cl,0.41
CHEMBL522134,CHEMBL203,C=CC(=O)Nc1ccc2ncnc(Cc3cccc(C)c3)c2c1,0.4169
CHEMBL474147,CHEMBL203,C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C)c3)C21,0.4169
CHEMBL31815,CHEMBL203,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,0.42
CHEMBL3353410,CHEMBL203,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.421
CHEMBL336264,CHEMBL203,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.4266
CHEMBL2029428,CHEMBL203,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,0.43
CHEMBL461797,CHEMBL203,CN(C)CCCNC(=O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.4365
CHEMBL447331,CHEMBL203,Brc1cccc(Nc2ncnc3cc4c(cc23)CN4)c1,0.4365
CHEMBL39337,CHEMBL203,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,0.4365
CHEMBL351629,CHEMBL203,CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.44
CHEMBL345109,CHEMBL203,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.44
CHEMBL447850,CHEMBL203,O=C(/C=C/CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,0.4467
CHEMBL162821,CHEMBL203,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,0.45
CHEMBL304271,CHEMBL203,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,0.45
CHEMBL3906546,CHEMBL203,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC(F)(F)F)cc3)nn21,0.46
CHEMBL3360609,CHEMBL203,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,0.47
CHEMBL3355875,CHEMBL203,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],0.47
CHEMBL3818015,CHEMBL203,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,0.47
CHEMBL539822,CHEMBL203,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,0.47
CHEMBL516022,CHEMBL203,C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,0.4786
CHEMBL54088,CHEMBL203,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,0.48
CHEMBL3926191,CHEMBL203,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC)cc3)nn21,0.48
CHEMBL3355881,CHEMBL203,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,0.49
CHEMBL2021576,CHEMBL203,O=C(O)[C@H]1O[C@@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.49
CHEMBL3360617,CHEMBL203,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],0.49
CHEMBL3813876,CHEMBL203,Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCCN4CCOCC4)cc23)cc1Cl,0.495
CHEMBL2021575,CHEMBL203,O=C(O)[C@@H]1O[C@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.5
CHEMBL4082764,CHEMBL203,NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,0.5
CHEMBL4101719,CHEMBL203,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,0.5
CHEMBL136404,CHEMBL203,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.5
CHEMBL3633142,CHEMBL203,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.5
CHEMBL3758770,CHEMBL203,COc1cc(C(=O)NCCN(C)C)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,0.5
CHEMBL1229592,CHEMBL203,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,0.5
CHEMBL3758582,CHEMBL203,COc1ccc(C(=O)NCCN(C)C)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,0.5
CHEMBL1873475,CHEMBL203,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.5
CHEMBL385479,CHEMBL203,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCN1CCOCC1,0.5
CHEMBL3355882,CHEMBL203,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,0.5
CHEMBL4279227,CHEMBL203,C=C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.5
CHEMBL203599,CHEMBL203,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,0.5
CHEMBL4080720,CHEMBL203,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,0.5
CHEMBL3633145,CHEMBL203,C=CC(=O)Nc1cccc(-n2c(=O)c(Cc3ccccc3)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.5
CHEMBL4071474,CHEMBL203,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,0.5
