molecule_chembl_id,target_chembl_id,canonical_smiles,standard_value_nM
CHEMBL4110384,CHEMBL1955,C[C@@H](C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(F)(F)F,38.0
CHEMBL3970850,CHEMBL1955,NC(=O)C1(c2ccccc2CCc2nc(Nc3cncnc3)ncc2Cl)CC1,39.0
CHEMBL1172420,CHEMBL1955,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,39.0
CHEMBL1940107,CHEMBL1955,COc1cc2ncnc(Oc3cnn(CC(=O)Nc4ccc(N(C)C)cn4)c3)c2cc1OC,39.0
CHEMBL290352,CHEMBL1955,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,39.0
CHEMBL3644867,CHEMBL1955,CNC(=O)c1c(N)n(CC2CCCO2)c2nc(C#CC(C)(C)O)ccc2c1=O,40.0
CHEMBL3116050,CHEMBL1955,C[C@H](Nc1nc(Nc2cn(C)cn2)c2cc[nH]c2n1)c1ncc(F)cn1,40.0
CHEMBL3913700,CHEMBL1955,Cc1cnc(Nc2cnn(C)c2)nc1CCc1ccccc1[C@H](C)C(N)=O,41.0
CHEMBL1172421,CHEMBL1955,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccc(Cl)cc4)ccc32)c(C)c1C(=O)O,42.0
CHEMBL3644869,CHEMBL1955,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#CC(C)(O)CO)nc21,43.0
CHEMBL4063500,CHEMBL1955,CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc2n1C1CCCC1,43.0
CHEMBL3971001,CHEMBL1955,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cccnc2)ncc1Cl,44.0
CHEMBL3920100,CHEMBL1955,CC(=O)c1ccc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,44.0
CHEMBL3915153,CHEMBL1955,Cc1ccc(Nc2ncc(Cl)c(CCc3ccccc3C(C)C(N)=O)n2)cn1,45.0
CHEMBL4171543,CHEMBL1955,C=CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)cn1,45.0
CHEMBL477772,CHEMBL1955,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,46.0
CHEMBL4213341,CHEMBL1955,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)Nc5ccccc5N)cc4)n3)cc2nn1C,46.0
CHEMBL3644861,CHEMBL1955,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#CC3(O)CCCC3)nc21,46.0
CHEMBL3901596,CHEMBL1955,Cc1cnc(Nc2ccc(C(C)N)cc2)nc1CCc1ccccc1C1(C(N)=O)CC1,46.0
CHEMBL3937825,CHEMBL1955,Cc1cc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)n[nH]1,47.0
CHEMBL3628797,CHEMBL1955,O=C(Nc1ccc(Nc2ncnc3ccccc23)cc1)Nc1cccc(Br)c1,47.0
CHEMBL3948616,CHEMBL1955,[C-]#[N+]c1ccc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,48.0
CHEMBL2064666,CHEMBL1955,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,48.0
CHEMBL276711,CHEMBL1955,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,50.0
CHEMBL1940103,CHEMBL1955,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4cccc(F)c4)c3)c2cc1OC,51.0
CHEMBL347537,CHEMBL1955,O=C(Nc1cccc(-c2cncc3ccccc23)c1)c1ccccc1NCc1ccncc1,52.0
CHEMBL253969,CHEMBL1955,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,54.2
CHEMBL1940115,CHEMBL1955,COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)c1,57.0
CHEMBL525550,CHEMBL1955,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(C(=O)N(C)CCN(C)C)cc1)c1ccccc1,59.0
CHEMBL3986325,CHEMBL1955,CC(N)c1ccc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,60.0
CHEMBL3892145,CHEMBL1955,CN1CCC(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cn2)CC1,63.0
CHEMBL2151321,CHEMBL1955,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,64.0
CHEMBL3983276,CHEMBL1955,CC(NC(=O)OC(C)(C)C)c1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cc1,64.0
CHEMBL1090360,CHEMBL1955,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,65.0
CHEMBL3644868,CHEMBL1955,CNC(=O)c1c(N)n(Cc2ccccn2)c2nc(C#CC(C)(O)COC)ccc2c1=O,65.0
CHEMBL606168,CHEMBL1955,COc1cc(C2=C(c3c[nH]c4ccc(F)cc34)C(=O)NC2=O)cc(OC)c1OC,66.0
CHEMBL262433,CHEMBL1955,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,68.0
CHEMBL1172887,CHEMBL1955,O=C(Nc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,68.0
CHEMBL595615,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,69.0
CHEMBL1081198,CHEMBL1955,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,71.0
CHEMBL4072731,CHEMBL1955,Cc1cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)ccc1N1CCOCC1,72.0
CHEMBL3753341,CHEMBL1955,CC(C)n1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,72.0
CHEMBL498105,CHEMBL1955,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C)cc1)c1ccccc1,73.0
CHEMBL1090479,CHEMBL1955,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,74.0
CHEMBL3918323,CHEMBL1955,CC[C@H](C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCNCC3)cc2)ncc1C(F)(F)F,75.0
CHEMBL1822792,CHEMBL1955,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,78.0
CHEMBL3970470,CHEMBL1955,CCN1CCC(n2cc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C(C)C(N)=O)n3)cn2)CC1,86.0
CHEMBL381207,CHEMBL1955,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,87.0
CHEMBL1172837,CHEMBL1955,O=C(Nc1ccc(-c2ccccc2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,88.0
CHEMBL3938601,CHEMBL1955,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C(C)C)CC3)c2)ncc1C(F)(F)F,89.0
CHEMBL3946227,CHEMBL1955,CCC(C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCNCC3)cc2)ncc1C(F)(F)F,91.0
CHEMBL1172814,CHEMBL1955,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1OC,92.0
CHEMBL514499,CHEMBL1955,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,92.0
CHEMBL3892144,CHEMBL1955,C[C@H](C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCNCC3)c2)ncc1C(F)(F)F,93.0
CHEMBL1940105,CHEMBL1955,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4ccc(N(C)C)cc4)c3)c2cc1OC,101.0
CHEMBL4107713,CHEMBL1955,CC[C@@H](C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCNCC3)cc2)ncc1C(F)(F)F,103.0
CHEMBL4212117,CHEMBL1955,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)NCCCCCCC(=O)NO)cc4)n3)cc2nn1C,113.0
CHEMBL4099337,CHEMBL1955,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)CCC[C@H](C)OC2=O,114.5
CHEMBL3968164,CHEMBL1955,COc1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C(C)C(N)=O)n2)cn1,118.0
CHEMBL505896,CHEMBL1955,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,120.0
CHEMBL595143,CHEMBL1955,COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,121.0
CHEMBL234655,CHEMBL1955,O=C(NCCCN1CCCC1=O)c1cnccc1Nc1nc(-c2cc(Br)ccc2F)nc2nccnc12,123.0
CHEMBL406381,CHEMBL1955,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,125.0
CHEMBL1940267,CHEMBL1955,COc1cccc(COc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,128.0
CHEMBL595373,CHEMBL1955,COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCCC1,140.0
CHEMBL4101411,CHEMBL1955,CC(C)(C)c1cc(NC(=O)Nc2ccc(-n3nc(-c4ccc(OCCN5CCOCC5)cc4)c4c(N)ncnc43)cc2)no1,141.0
CHEMBL1172815,CHEMBL1955,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1,146.8
CHEMBL488840,CHEMBL1955,Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)ncnc21,151.0
CHEMBL3976872,CHEMBL1955,CC(C(N)=O)c1ccccc1CCc1nc(Nc2ccnnc2)ncc1Cl,154.0
CHEMBL3981693,CHEMBL1955,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cncnc2)ncc1Cl,160.0
CHEMBL402548,CHEMBL1955,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,161.0
CHEMBL212084,CHEMBL1955,c1cn(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)cn1,169.0
CHEMBL1940269,CHEMBL1955,CCn1ccc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)n1,172.0
CHEMBL1940260,CHEMBL1955,COc1cccc(NC(=O)Cc2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)c1,175.0
CHEMBL1940262,CHEMBL1955,COc1cccc(NC(=O)NCc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,177.0
CHEMBL4279457,CHEMBL1955,COc1cc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,183.1
CHEMBL604483,CHEMBL1955,COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,190.0
CHEMBL4515912,CHEMBL1955,COc1cc(O)c2c(c1)-c1cccc(c1)[C@H](O)[C@@H](O)C(=O)CCC[C@H](C)OC2=O,190.0
CHEMBL75232,CHEMBL1955,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O,195.0
CHEMBL101253,CHEMBL1955,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,195.0
CHEMBL3689081,CHEMBL1955,CN1CCC(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4CC(N)=O)n3)c(F)c2)CC1,205.0
CHEMBL1940266,CHEMBL1955,COc1cccc(CC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,209.0
CHEMBL593987,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(F)c3)ncnc2cc1OCCCN1CCN(C)CC1,210.0
CHEMBL3916024,CHEMBL1955,NC(=O)C1(c2cccc(CCc3nc(Nc4cnn(C5CCNCC5)c4)ncc3C(F)(F)F)c2)CC1,228.0
CHEMBL24828,CHEMBL1955,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,233.0
CHEMBL3689080,CHEMBL1955,Cc1cc(C2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,240.0
CHEMBL3644864,CHEMBL1955,CNC(=O)c1c(N)n(CCOC)c2nc(C#CC(C)(O)COC)ccc2c1=O,257.0
CHEMBL3912708,CHEMBL1955,Cn1ccc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)n1,268.0
CHEMBL103667,CHEMBL1955,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,270.0
CHEMBL3301607,CHEMBL1955,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,274.0
CHEMBL3689069,CHEMBL1955,COc1cc(N2CCNCC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,275.0
CHEMBL1940114,CHEMBL1955,COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(C#N)cc34)cn2)c1,282.0
CHEMBL595406,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3C)ncnc2cc1OCCCN1CCN(C)CC1,340.0
CHEMBL594228,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,350.0
CHEMBL1923983,CHEMBL1955,CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C,360.0
CHEMBL4103605,CHEMBL1955,Cc1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)c1,376.0
CHEMBL4068509,CHEMBL1955,C=CC(=O)N1CCN(CCCn2c(=O)c(-c3c(Cl)c(OC)cc(OC)c3Cl)cc3cnc(NC)nc32)CC1,410.0
CHEMBL2380845,CHEMBL1955,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,417.0
CHEMBL3628799,CHEMBL1955,O=C(Nc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1)Nc1cccc(Br)c1,420.0
CHEMBL3907057,CHEMBL1955,Cc1cc(C)c(-n2ccn3nc(-c4cccnc4)cc23)cc1NC(=O)c1cc(C#N)cc(S(F)(F)(F)(F)F)c1,440.0
CHEMBL1940106,CHEMBL1955,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4ccc(N(C)C)cn4)c3)c2cc1OC,453.0
CHEMBL593274,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,470.0
CHEMBL1940275,CHEMBL1955,COc1cc2ncnc(Nc3ccc(CC(=O)Nc4cnn(C(C)C)c4)cc3)c2cc1OC,485.0
CHEMBL3918715,CHEMBL1955,CN(c1ccc(C2CCNCC2)nc1)c1ncc(C(F)(F)F)c(CCc2ccccc2C(N)C(N)=O)n1,492.0
CHEMBL606466,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)ncnc2cc1OCCCN1CCN(C)CC1,520.0
CHEMBL3689071,CHEMBL1955,COc1cc(C2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,538.0
CHEMBL2208034,CHEMBL1955,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@H]1CCCN1,554.5
CHEMBL1094408,CHEMBL1955,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,587.0
CHEMBL4584949,CHEMBL1955,Cn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)nccc21,591.0
CHEMBL3799275,CHEMBL1955,CN1CCN(c2ccc(-c3cnc4ccccc4c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,600.0
CHEMBL3586404,CHEMBL1955,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,651.0
CHEMBL1940271,CHEMBL1955,COc1cc2ncnc(Oc3ccc(CC(=O)Nc4cnn(C)c4)cc3)c2cc1OC,667.0
CHEMBL21156,CHEMBL1955,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,690.0
CHEMBL1668419,CHEMBL1955,COc1cc(O)c2c(c1)CCCCCC(=O)/C=C/C[C@H](C)OC2=O,720.0
CHEMBL604992,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccc(F)cc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,865.0
CHEMBL2380834,CHEMBL1955,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F,867.0
CHEMBL564829,CHEMBL1955,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,920.0
CHEMBL1164957,CHEMBL1955,Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3ncccc3c2)n1,940.0
CHEMBL1094196,CHEMBL1955,COc1ccc(-c2ccc(Cn3cc(CCN)c4cc(OCCc5ccc(O)cc5)ccc43)cc2)cc1.Cl,960.0
CHEMBL1172410,CHEMBL1955,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]ccc2-c2ccc(C(=O)O)s2)cc1,1000.0
CHEMBL1173244,CHEMBL1955,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc(C(=O)O)[nH]2)cc1,1000.0
CHEMBL1173243,CHEMBL1955,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2cc(NC(=O)Nc3ccc(Cl)cc3)ccc21,1000.0
CHEMBL260138,CHEMBL1955,N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,1000.0
CHEMBL1173542,CHEMBL1955,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2cc(NC(=O)Nc3ccccc3)ccc21,1000.0
CHEMBL460746,CHEMBL1955,O=C(NC(=S)Nc1ccc(O)c(-c2nc3ccccc3s2)c1)c1ccc([N+](=O)[O-])cc1,1000.0
CHEMBL4088216,CHEMBL1955,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,1000.0
CHEMBL4245507,CHEMBL1955,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,1000.0
CHEMBL4097778,CHEMBL1955,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,1000.0
CHEMBL4549667,CHEMBL1955,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,1000.0
CHEMBL1983268,CHEMBL1955,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,1000.0
CHEMBL1940261,CHEMBL1955,COc1cccc(NC(=O)Cc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)c1,1009.0
CHEMBL3689077,CHEMBL1955,CCc1cc(C2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,1010.0
CHEMBL3628811,CHEMBL1955,O=C(Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1)Nc1cccc(Br)c1,1020.0
CHEMBL1681932,CHEMBL1955,CCNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1Cl,1100.0
CHEMBL3689076,CHEMBL1955,CCc1cc(C2CCNCC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,1176.0
CHEMBL3623375,CHEMBL1955,CN(C)CCCNC(=O)c1csc2nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12,1188.0
CHEMBL1651523,CHEMBL1955,COc1cc(O)c2c(c1)CCCCCC(=O)/C=C\C[C@H](C)OC2=O,1200.0
CHEMBL596292,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5cc(Cl)ccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,1300.0
CHEMBL3903244,CHEMBL1955,NC(=O)C1(c2ccccc2CCc2nc(Nc3ncco3)ncc2Cl)CC1,1302.0
CHEMBL1094835,CHEMBL1955,COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc2ccc(SC)cc2)cc1.Cl,1310.0
CHEMBL1668418,CHEMBL1955,COc1cc(O)c2c(c1)/C=C/CCCC(=O)/C=C/C[C@H](C)OC2=O,1400.0
CHEMBL596087,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,1500.0
CHEMBL6246,CHEMBL1955,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,1540.0
CHEMBL213743,CHEMBL1955,CN1CCN(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)CC1,1573.0
CHEMBL522785,CHEMBL1955,COc1cc2nc(Nc3cc(C)[nH]n3)nc(Nc3cccc(-c4nc5ccccc5s4)c3)c2cc1OC,1600.0
CHEMBL1668420,CHEMBL1955,COc1cc(O)c2c(c1)/C=C\CCCC(=O)/C=C/C[C@H](C)OC2=O,1600.0
CHEMBL2333163,CHEMBL1955,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O,1600.0
CHEMBL3216254,CHEMBL1955,CN(C)c1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl.Cl,1660.0
CHEMBL593221,CHEMBL1955,COc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2cc(OCCCN3CCN(C)CC3)c(OC)cc12,1700.0
CHEMBL453336,CHEMBL1955,COc1cc(C2=C(c3cn(COCc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,1700.0
CHEMBL1094492,CHEMBL1955,COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl,1810.0
CHEMBL593306,CHEMBL1955,COc1ccc2nc(-c3ccc(Nc4ncnc5cc(OCCCN6CCN(C)CC6)c(OC)cc45)cc3)sc2c1,1900.0
CHEMBL3628798,CHEMBL1955,O=C(Nc1ccc(Nc2ncnc3sccc23)cc1)Nc1cccc(Br)c1,1980.0
CHEMBL1098121,CHEMBL1955,COc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl,2050.0
CHEMBL1834657,CHEMBL1955,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,2072.0
CHEMBL518803,CHEMBL1955,c1ccc2sc(-c3ccc(Nc4ncnc5[nH]ccc45)cc3)nc2c1,2100.0
CHEMBL1098120,CHEMBL1955,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1,2110.0
CHEMBL3216699,CHEMBL1955,Cl.Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccn2)C1,2220.0
CHEMBL1094825,CHEMBL1955,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccc(C(F)(F)F)cc2)C1,2270.0
CHEMBL301018,CHEMBL1955,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,2400.0
CHEMBL460990,CHEMBL1955,CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)CNC2=O,2459.0
CHEMBL453593,CHEMBL1955,COc1cc(C2=C(c3cn(CC(O)CO)c4ccccc34)CNC2=O)cc(OC)c1OC,2500.0
CHEMBL488811,CHEMBL1955,COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,2500.0
CHEMBL491686,CHEMBL1955,Cc1cc(Nc2ccnc(Nc3cccc(-c4nc5ccccc5s4)c3)n2)n[nH]1,2500.0
CHEMBL1094194,CHEMBL1955,CSc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl,2530.0
CHEMBL1095957,CHEMBL1955,Cl.NCCc1c[nH]c2ccc(OCCc3ccc(O)cc3)cc12,2640.0
CHEMBL1098119,CHEMBL1955,Cl.NCCc1cn(CCCCCc2ccccc2)c2ccc(OCCc3ccc(O)cc3)cc12,2680.0
CHEMBL571040,CHEMBL1955,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,2700.0
CHEMBL505637,CHEMBL1955,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,2800.0
CHEMBL1097189,CHEMBL1955,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCc2ccccc2)C1,2850.0
CHEMBL1094195,CHEMBL1955,Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,2980.0
CHEMBL327725,CHEMBL1955,CC(O)C(/N=C1/C=C(O)/C(=N\C(C(=O)O)C(C)O)C=C1O)C(=O)O,3000.0
CHEMBL593909,CHEMBL1955,COc1cc2c(Nc3ccc(-c4nc5ccc(Cl)cc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,3000.0
