molecule_chembl_id,canonical_smiles,standard_value_nM
CHEMBL1760055,COc1ccc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc1Cl,36.0
CHEMBL3656748,CN(C)C(=O)Cn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2)CC3)n1,36.0
CHEMBL3660951,CN(C)CCOC(=O)c1cc2cccc(Nc3ncc4c(n3)-c3c(nn(C)c3Cc3ccccc3)CC4)c2s1,36.0
CHEMBL3652858,Cn1nc2c(c1Cc1ccccc1)-c1nc(Nc3cccc4cnccc34)ncc1CC2,36.0
CHEMBL540485,CN(C)CCNC(=O)c1ccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5ccc(C(F)(F)F)cc5F)c4)c3c2)cc1,36.0
CHEMBL507714,COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,36.0
CHEMBL3822499,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(C)O)n1,36.1
CHEMBL3652863,COc1ccccc1Cc1c2c(nn1C)CCc1cnc(Nc3ccccc3)nc1-2,37.0
CHEMBL251732,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4Cl)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,37.0
CHEMBL3656550,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1OC)CC2,38.0
CHEMBL506862,COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,38.0
CHEMBL3823007,Cc1nn(C2CCNCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,38.0
CHEMBL256072,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCCc4ncn(C)c4Cl)cc[nH]c3=O)nc12,38.0
CHEMBL248698,Cc1ccccc1Cc1nc2cc(-c3nn([C@H]4CC[C@H](N5CCOCC5)CC4)c4ncnc(N)c34)ccc2[nH]1,38.0
CHEMBL502198,COc1cc(N2CCC(N3CCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,38.0
CHEMBL1809199,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(C)cccn23)n1,38.0
CHEMBL3824290,COc1cc(N2CCC(N3CCCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,38.8
CHEMBL555675,CN(C)C(=O)c1cccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5ccccc5Nc5ccccc5)c4)c3c2)c1,39.0
CHEMBL3822962,CCc1c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)cnn1C1CCN(C(C)=O)CC1,39.0
CHEMBL3656615,COc1ccccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1cccc(C)c1Cl)CC2,39.0
CHEMBL508627,COc1cc(N2CCC(N3CC[C@@H](F)C3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,40.0
CHEMBL1760052,COc1cccc(Nc2nccc(Nc3cnc4ccccc4c3)n2)c1,40.0
CHEMBL4171543,C=CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)cn1,40.0
CHEMBL3409723,c1c(Nc2nc(N3CC4CCC3C4)nc3c2CCC3)n[nH]c1C1CC1,41.0
CHEMBL1090362,CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)cc2)CC1,41.0
CHEMBL502652,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,41.0
CHEMBL1760054,Clc1cccc(Nc2nccc(Nc3cnc4ccccc4c3)n2)c1,41.0
CHEMBL1760033,COc1cc(Nc2ncnc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,41.0
CHEMBL1258118,Nc1ncnc2c1c(-c1ccc(Nc3nc4cccc(Cl)c4o3)cc1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,41.69
CHEMBL3656625,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1C)CC2,42.0
CHEMBL1078991,Cc1cc(N2CC[C@H](N)C2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,42.0
CHEMBL260298,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@H](CN2CCC2)C1,42.0
CHEMBL3823659,CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)cn2)CC1,42.0
CHEMBL3823107,COc1cc(N2CC[C@@H](N(C)C)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,42.7
CHEMBL1809206,COc1ccn2c(-c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4OC)ncc3Cl)cnc2c1,43.0
CHEMBL576179,NC(=O)[C@H]1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,43.0
CHEMBL3656546,COc1ccccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1C)CC2,43.0
CHEMBL1762176,CNc1cc(CN2C(=O)N(c3ccc(SC(F)(F)F)cc3)C(=O)C2(C)C)ccn1,43.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,43.3
CHEMBL3824327,COc1cc(N2CCN(C3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,43.3
CHEMBL3660899,CCOc1cc(C(=O)NC2CCN(C3CC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1)CC2,44.0
CHEMBL1256425,CC(C)N1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,44.67
CHEMBL482126,Cc1cc(N2CCC(N3CCOCC3)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,45.0
CHEMBL3824308,CCP(=O)(CC)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2OC)ncc1Cl,45.1
CHEMBL3823522,COc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,46.0
CHEMBL230042,Cc1cc(C2=NC(C)(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,46.0
CHEMBL1090363,CN(C)CCc1cccc(Nc2nccc(-c3c(-c4cccc(NC(=O)Cc5ccccc5)c4)nc4sccn34)n2)c1,46.0
CHEMBL3656600,COc1cc(OCCN2CCCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1CCc1ccccc1)CC2,46.0
CHEMBL408712,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@@H](N2CCCCC2)C1,47.0
CHEMBL3786149,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1,47.0
CHEMBL1762177,CCNc1cc(CN2C(=O)N(c3ccc(SC(F)(F)F)cc3)C(=O)C2(C)C)ccn1,47.0
CHEMBL3822557,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,47.3
CHEMBL3652824,Cn1nc2c(c1-c1ccccc1)-c1nc(Nc3cccc4c3OCC4)ncc1CC2,48.0
CHEMBL3656749,Cc1cc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2cccc(Cl)c2)CC3)nn1C,48.0
CHEMBL1760037,COc1cc(Nc2nccc(Nc3cc4ccccc4nc3C)n2)cc(OC)c1OC,48.0
CHEMBL1256433,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)c(Cl)c4)c4c(N)ncnc43)CC2)CC1,48.98
CHEMBL553443,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(S(=O)(=O)c3cc(F)cc(F)c3)CC4)c(NC(=O)c3ccc[nH]3)c2)CC1,49.0
CHEMBL3823929,CC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c2C)CC1,49.0
CHEMBL3905265,CN1CCN(CCNC(=O)c2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccccc4)no3)n2)CC1,50.0
CHEMBL3917831,CC(C)c1cc(CNc2nc(Nc3cc(C(C)C)[nH]n3)cc(OCCN(C)C)n2)on1,50.0
CHEMBL3963117,Cc1cc(CNc2nc(Nc3cc(C4CC4)n[nH]3)cc(N3CCOCC3)n2)on1,50.0
CHEMBL3969152,CC(C)c1cc(CNc2nc(Nc3cc(C(C)C)[nH]n3)cc(OCCN3CCOCC3)n2)on1,50.0
CHEMBL3952875,CC(C)c1cc(CNc2nc(Nc3cc(C(C)C)[nH]n3)cc(OC3CCCN(C)C3)n2)on1,50.0
CHEMBL3938485,Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1Nc1cc(C2CCCC2)n[nH]1,50.0
CHEMBL3913406,CC(C)c1cc(Nc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Br)[nH]n1,50.0
CHEMBL3920221,Fc1ccc(-c2cc(CNc3nc(Nc4cc(C5CC5)n[nH]4)cc(OCCN4CCOCC4)n3)on2)cc1,50.0
CHEMBL3984411,CC(C)c1cc(Nc2cc(OCCN3CCOCC3)nc(NCc3cc(-c4ccccc4)no3)n2)n[nH]1,50.0
CHEMBL3953344,CN1CCN(c2cc(Nc3cc(C4CC4)n[nH]3)nc(NCc3cc(-c4ccccc4)no3)n2)CC1,50.0
CHEMBL3966542,CC(C)c1cc(Nc2cc(OCCN3CCCCC3)nc(NCc3cc(C(C)C)no3)n2)[nH]n1,50.0
CHEMBL3892954,CN1CCN(c2cc(Nc3cc(C4CC4)n[nH]3)nc(NCc3cc(-c4cncnc4)no3)n2)CC1,50.0
CHEMBL3945808,Cc1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc(CCC(=O)NCCCN3CCCCC3)cc2)n1,50.0
CHEMBL3952625,Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1Nc1ccc(CCN2CCCC2)cc1,50.0
CHEMBL3921869,Cc1cc(Nc2cc(C(C)C)[nH]n2)nc(NCc2cc(C(C)C)no2)n1,50.0
CHEMBL3920843,c1ccc(-c2cc(CNc3nccc(Nc4cc(C5CC5)n[nH]4)n3)on2)cc1,50.0
CHEMBL3961573,Nc1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3900251,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(OCCN(C)C)n2)on1,50.0
CHEMBL3907416,CCN(CC)CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3977542,Cc1cc(CNc2nc(C)cc(Nc3cc(C4CC4)n[nH]3)n2)on1,50.0
CHEMBL3932715,CN(C)C(=O)Oc1cccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)c1,50.0
CHEMBL3936043,Cc1cc(CNc2nc(Nc3cc(C4CC4)n[nH]3)cc(N3CCN(C)CC3)n2)on1,50.0
CHEMBL3917133,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccc(Cl)cc3)no2)n1,50.0
CHEMBL3977190,CNC(=O)CCc1ccc(Nc2nc(C)cc(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3949569,COc1ccc(OC)c(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)c1,50.0
CHEMBL3918863,Brc1cnc(Nc2cccc3ccccc23)nc1Nc1cc(C2CC2)[nH]n1,50.0
CHEMBL3983881,c1ccc(-c2cc(CNc3nc(Nc4cc(C5CC5)n[nH]4)cc(OCCN4CCCCC4)n3)on2)cc1,50.0
CHEMBL3945893,Cc1cc(Nc2cc(C3CC3)n[nH]2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3955744,Cc1cc(Nc2cc(C(C)C)n[nH]2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3894207,CCN(CC)CCNc1cc(Nc2cc(C(C)C)[nH]n2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3975149,CC(C)c1cc(CNc2nc(Nc3cc(C(C)C)[nH]n3)cc(N3CCOCC3)n2)on1,50.0
CHEMBL3975233,CC(C)c1cc(Nc2cc(NCCN3CCN(C)CC3)nc(NCc3cc(-c4ccccc4)no3)n2)n[nH]1,50.0
CHEMBL3948152,CCN(CC)CCNC(=O)COc1ccc(Nc2nc(C)cc(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3978191,CCN(CC)CCNC(=O)CCc1cccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)c1,50.0
CHEMBL3973676,CN1CCN(c2nc(NCc3cc(-c4ccccc4)no3)nc(Nc3cc(C4CC4)n[nH]3)c2Cl)CC1,50.0
CHEMBL3932519,CN1CCN(c2cc(Nc3cc(C4CC4)n[nH]3)nc(NCc3cc(-c4ccnc(N)n4)no3)n2)CC1,50.0
CHEMBL3922659,CN1CCN(c2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccoc4)no3)n2)CC1,50.0
CHEMBL3937191,CC(C)(C)OC(=O)NCc1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)cc1,50.0
CHEMBL3945764,CCCOc1cc(Nc2cc(C3CC3)n[nH]2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3939361,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(C3CCCCC3)no2)n1,50.0
CHEMBL3905214,CC(C)c1cc(Nc2cc(OC3CCN(C)CC3)nc(NCc3cc(-c4ccccc4)no3)n2)n[nH]1,50.0
CHEMBL3981560,COc1cccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)c1,50.0
CHEMBL3927018,c1ccc(-c2cc(CNc3nc(NCCN4CCCC4)cc(Nc4cc(C5CC5)n[nH]4)n3)on2)cc1,50.0
CHEMBL3891418,CC(C)c1cc(Nc2cc(N3CCN[C@@H](C)C3)nc(NCc3cc(-c4ccccc4)no3)n2)n[nH]1,50.0
CHEMBL3897731,CN1CCN(CCNc2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccccc4)no3)n2)CC1,50.0
CHEMBL3902595,Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1Nc1cc(-c2ccco2)[nH]n1,50.0
CHEMBL3962211,Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1Nc1ccc(CCN2CCCCC2)cc1,50.0
CHEMBL3958377,CC(C)c1cc(Nc2ccnc(NCc3cc(-c4ccccc4)no3)n2)[nH]n1,50.0
CHEMBL3929699,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccccn3)no2)n1,50.0
CHEMBL3958115,CN(C)CCOc1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3960142,CC(=O)Nc1ccc(Cl)c(Nc2ncc(Br)c(Nc3cc(C)on3)n2)c1,50.0
CHEMBL3977623,Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1Nc1ccon1,50.0
CHEMBL3917366,Cc1cc(Nc2cc(C3CCCC3)n[nH]2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3907121,CC(C)c1cc(Nc2nc(NCc3cc(-c4ccccc4)no3)ncc2Br)[nH]n1,50.0
CHEMBL3896387,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3cccc(Br)c3)no2)n1,50.0
CHEMBL3964210,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2ncc[nH]2)n1,50.0
CHEMBL3895688,CN(C)CCOc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccccn3)no2)n1,50.0
CHEMBL3947721,CC(C)c1cc(CNc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)on1,50.0
CHEMBL3968298,CC(C)c1cc(Nc2cc(N3CCOCC3)nc(NCc3cc(-c4ccccc4)no3)n2)n[nH]1,50.0
CHEMBL3929460,CC(C)c1cc(Nc2cc(OCCN3CCCCC3)nc(NCc3cc(-c4ccccc4)no3)n2)[nH]n1,50.0
CHEMBL1241569,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc(CC#N)cc2)n1,50.0
CHEMBL3952035,NC(=O)c1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3916643,CN(C)c1ccc(-c2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccccc4)no3)n2)cc1,50.0
CHEMBL3910679,CC(=O)NC[C@H]1C[C@H](n2cc(-c3cccc(OCc4ccccc4Cl)c3)c3c(N)ncnc32)C1,50.0
CHEMBL3986771,c1cc(-c2cc(CNc3nc(Nc4cc(C5CC5)[nH]n4)cc(N4CCOCC4)n3)on2)ncn1,50.0
CHEMBL3905863,CN1CCN(c2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccccn4)no3)n2)CC1,50.0
CHEMBL3894511,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)n[nH]3)cc(N3CCC(CCO)CC3)n2)on1,50.0
CHEMBL3911118,COc1cc(Nc2cc(C3CC3)n[nH]2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3920475,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(S(C)(=O)=O)CC3)n2)on1,50.0
CHEMBL3967928,CCN(CC)CCOc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(C(C)C)no2)n1,50.0
CHEMBL3936464,CN(C)CCOc1cc(Nc2cc(C3CC3)n[nH]2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3894108,Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1Nc1ccccc1,50.0
CHEMBL3545085,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,50.0
CHEMBL3965789,CN1CCN(C(=O)c2cccc(Nc3ncc(Br)c(Nc4cc(C5CC5)n[nH]4)n3)c2)CC1,50.0
CHEMBL3916373,O=C(c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccccc3)no2)n1)N1CCOCC1,50.0
CHEMBL3929174,Cc1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc(CCN3CCCC3)cc2)n1,50.0
CHEMBL3963029,c1ncc(-c2cc(CNc3nc(Nc4cc(C5CC5)n[nH]4)cc(N4CCOCC4)n3)on2)cn1,50.0
CHEMBL3963363,CCc1cc(CNc2nc(Nc3cc(C4CC4)n[nH]3)cc(OCCN(CC)CC)n2)on1,50.0
CHEMBL3938315,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)n[nH]3)cc(OC3CCN(C)C3)n2)on1,50.0
CHEMBL3971529,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(OC3CCN(C)CC3)n2)on1,50.0
CHEMBL3951640,CN1CCN(c2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4nccs4)no3)n2)CC1,50.0
CHEMBL3979147,CN1CCN(C(=O)c2ccc(Nc3ncc(Br)c(Nc4cc(C5CC5)n[nH]4)n3)cc2)CC1,50.0
CHEMBL3976537,Nc1cc(Nc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Br)[nH]n1,50.0
CHEMBL3949993,CN1CCC(Oc2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccccc4)no3)n2)C1,50.0
CHEMBL3983006,COc1ccc(C)cc1Nc1ncc(Br)c(Nc2cc(C3CC3)[nH]n2)n1,50.0
CHEMBL3914391,Brc1cnc(Nc2ccccc2)nc1Nc1cc(C2CC2)[nH]n1,50.0
CHEMBL3893428,O=C(CCc1ccc(Nc2nccc(Nc3cc(C4CC4)n[nH]3)n2)cc1)NCCCN1CCCC1,50.0
CHEMBL3950763,CCN(CC)CCCNc1cc(Nc2cc(C(C)C)[nH]n2)nc(NCc2cc(C(C)C)no2)n1,50.0
CHEMBL3960387,CN1CCCC(Oc2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccccc4)no3)n2)C1,50.0
CHEMBL3928679,CNC(=O)CCc1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)cc1,50.0
CHEMBL3889700,Cc1cc(CNc2nc(Nc3cc(C4CC4)n[nH]3)cc(OCCN(C)C)n2)on1,50.0
CHEMBL3964903,Brc1cnc(Nc2ccccc2I)nc1Nc1cc(C2CC2)n[nH]1,50.0
CHEMBL3891852,CC(C)(C)OC(=O)N1CC[C@H](NC(=O)c2cccc(Nc3ncc(Br)c(Nc4cc(C5CC5)n[nH]4)n3)c2)C1,50.0
CHEMBL3961783,CCN(CC)CCNC(=O)CCc1ccc(Nc2nccc(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3986630,CN(C)C(=O)CCc1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3946334,CCN(CC)CCNC(=O)c1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL505965,COc1ccccc1CNc1ncc(Br)c(Nc2cc(C3CC3)[nH]n2)n1,50.0
CHEMBL3943198,CNc1cc(Nc2cc(C3CC3)n[nH]2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3946302,c1ccc(-c2cc(CNc3nc(CN4CCOCC4)cc(Nc4cc(C5CC5)[nH]n4)n3)on2)cc1,50.0
CHEMBL3968474,Cc1cc(Nc2cc(C)nc(NCc3cc(-c4ccccc4)no3)n2)[nH]n1,50.0
CHEMBL3957352,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3cnccn3)no2)n1,50.0
CHEMBL3959418,CN1CCN(c2cc(Nc3cc(C4CC4)n[nH]3)nc(NCc3cc(-c4ccc(F)cc4)no3)n2)CC1,50.0
CHEMBL3931884,CC(C)c1cc(Nc2cc(OCCN3CCOCC3)nc(NCc3cc(-c4ccc(F)cc4)no3)n2)[nH]n1,50.0
CHEMBL3901158,CCN(CC)CCNC(=O)c1ccc2cc(Nc3nc(C)cc(Nc4cc(C5CC5)n[nH]4)n3)ccc2c1,50.0
CHEMBL3944113,Clc1ccccc1Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1,50.0
CHEMBL3954306,Brc1cnc(NCc2cc(-c3ccccc3)no2)nc1Nc1cc(C2CCCC2)n[nH]1,50.0
CHEMBL3960772,Cc1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc(CCC(=O)N(C)C)cc2)n1,50.0
CHEMBL3922072,CN1CCC[C@H]1COc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccccc3)no2)n1,50.0
CHEMBL3984067,CN(C)CCOc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccncn3)no2)n1,50.0
CHEMBL3903945,CCc1cc(CNc2nc(Nc3cc(C4CC4)n[nH]3)cc(OCCN(C)C)n2)on1,50.0
CHEMBL3946560,Nc1cnc(Nc2ccccc2Cl)nc1Nc1cc(C2CC2)n[nH]1,50.0
CHEMBL3918350,c1ccc(-c2cc(CNc3nc(Nc4cc(C5CC5)n[nH]4)cc(N4CCOCC4)n3)on2)cc1,50.0
CHEMBL3950906,CC(C)c1cc(Nc2cc(OCCN(C)C)nc(NCc3cc(-c4ccccc4)no3)n2)n[nH]1,50.0
CHEMBL3955965,O=C(CCc1ccc(Nc2nccc(Nc3cc(C4CC4)n[nH]3)n2)cc1)NCCN1CCCCC1,50.0
CHEMBL3929343,CC(C)NC(=O)CCc1ccc(Nc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)cc1,50.0
CHEMBL3965216,COc1ccccc1Nc1ncc(Br)c(Nc2cc(C3CC3)n[nH]2)n1,50.0
CHEMBL3948445,CCN(CC)CCNC(=O)CCc1ccc(Nc2nc(C)cc(Nc3cc(C4CC4)n[nH]3)n2)cc1,50.0
CHEMBL3889739,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3cccc(Cl)c3)no2)n1,50.0
CHEMBL3962417,Cc1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3C[C@H]4C[C@@H]3CN4Cc3ccccc3)n2)on1,50.0
CHEMBL3939897,CC(=O)NC[C@H]1C[C@@H](n2cc(-c3cccc(OCc4ccccc4Cl)c3)c3c(N)ncnc32)C1,50.0
CHEMBL3915700,c1ccc(-c2cc(CNc3nc(Nc4cc(C5CC5)[nH]n4)cc(N4CCOCC4)n3)on2)nc1,50.0
CHEMBL3913626,C[C@@H]1CN(c2cc(Nc3cc(C4CC4)[nH]n3)nc(NCc3cc(-c4ccccc4)no3)n2)CCN1,50.0
CHEMBL3955163,Cc1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc3c(c2)CC(N)C3)n1,50.0
CHEMBL3951713,Cc1ccccc1Nc1ncc(Br)c(Nc2cc(C3CC3)[nH]n2)n1,50.0
CHEMBL3953873,O=C(CCc1ccc(Nc2nccc(Nc3cc(C4CC4)n[nH]3)n2)cc1)NCCCN1CCCCC1,50.0
CHEMBL3962286,c1ccc(-c2cc(CNc3nc(Nc4cc(C5CC5)[nH]n4)cc(N4CCNCC4)n3)on2)cc1,50.0
CHEMBL3952557,Cc1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc3c(c2)CNCC3)n1,50.0
CHEMBL3982159,CCN(CC)CCNC(=O)c1cccc(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)c1,50.0
CHEMBL399021,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,50.0
CHEMBL3974700,Cc1cc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)no1,50.0
CHEMBL3941890,CCN(CC)CCCNc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(C(C)C)no2)n1,50.0
CHEMBL3974639,c1ccc(-c2cc(CNc3nc(Nc4cc(C5CC5)[nH]n4)cc(-c4ccccc4)n3)on2)cc1,50.0
CHEMBL3980001,COc1ccc(Cl)c(Nc2ncc(Br)c(Nc3cc(C4CC4)n[nH]3)n2)c1,50.0
CHEMBL3930396,Brc1cnc(Nc2ccccc2-n2cccc2)nc1Nc1cc(C2CC2)[nH]n1,50.0
